"HolderAddress","Quantity","PendingBalanceUpdate"
"0xa96e4bb2ad4233822d8b64c511a7359d4bc55617","17","No"
"0x8e98e11e525521e00dbdb16f7e1635ac1688b3c2","16","No"
"0xbd842fb775c243fd392eb7bafc5b0db1adcb7288","16","No"
"0xd784817ac75b0ba5592d7e29dc03cdd883c07e70","16","No"
"0x78737732ae34cba60a3f0a6d05feb8fcf6df7a09","16","No"
"0x2324d560a939d0000b85e87830791630c622472a","16","No"
"0x0d77e1dd52eacf93adfd3406782fffefa0d0a1f9","16","No"
"0x8a32af4affd816978c2fdfa7c08c27681d05d4fe","15","No"
"0x1ac08405e96e3561893eef86f194acdb9a24d38d","15","No"
"0xa0506d623ea4cce494f38c25b1ff47e823b120f9","15","No"
"0x9eaec4d4296d3cd7c59847cdbf5c28c2c0ad0bc3","15","No"
"0x7b1ebf2bb08d5b3ca3db586b79e9c9ef8f88e23c","15","No"
"0x95d41776812c6ca222dd5fdea56c065b55ff7655","15","No"
"0x3ee505ba316879d246a8fd2b3d7ee63b51b44fab","15","No"
"0xbb2a997e4c33761585c59d9ab488ff51bd8db199","15","No"
"0x87e386cedb82cf8f080b3505adae1ef699e65057","14","No"
"0x6437d6da5a2d9853d0f2eb94c6e102d36c1f4a13","14","No"
"0x7d21d6f8e03746bef7fb64710c1569505f76dc18","14","No"
"0x14c00dbede6ac88349b20e8eed7c7f7689e11217","14","No"
"0x32802f989b4348a51dd0e61d23b78be1a0543469","13","No"
"0x21af5166e41dc3371d062131af9d6a25e0f5c7d1","13","No"
"0x464fb9cdf750bdb0d9ca2a823aa90648606bd27c","13","No"
"0x89f42ccb1b90103a4b886cc8ee01979492808079","13","No"
"0x1c6f1a832e73949c97fe335a98b6a5fc3c9c29e9","13","No"
"0x087f2606ac8c88471ab9b011a5338c1be0f6f650","13","No"
"0x21938a693771d5dbe7fce8d1ed6fe6a6efaf6435","13","No"
"0xef764bac8a438e7e498c2e5fccf0f174c3e3f8db","13","No"
"0x9f75c7c19ffeb95b47e62b2c37ffae12de759485","13","No"
"0x82ee15e7c0c923e512eb0c554a50e08254ebd660","13","No"
"0x1d823888d86db9006d029763a539bf8e8b7f3239","13","No"
"0x54be3a794282c030b15e43ae2bb182e14c409c5e","13","No"
"0x32834f5d04811c2253611ad6ffa4fbe2d1ba1d0f","13","No"
"0x46821532292560e52a082fe1276b1a9f3c0c8185","13","No"
"0x9776a4a25e08230aa132865d5fce43bc48f0eb18","12","No"
"0x2e21f5d32841cf8c7da805185a041400bf15f21a","12","No"
"0xf3401540fc46725a2903a304464eba8fa1c6af77","12","No"
"0x7bfee91193d9df2ac0bfe90191d40f23c773c060","12","No"
"0xcbc44e0850fa7819184bfe379bc46f3c84fcf468","11","No"
"0x247648f73f1d13ed4461a36b7dac5a8fc09e5df4","11","No"
"0x6c6541cc3ec6bfc2d7b0ca48ccb0225cbbea9b59","11","No"
"0xc2d875d553fe9600bd4904f062f613394c9af8eb","11","No"
"0x6806d532d4bebd51d1a9823f4a86da366cdeb81d","11","No"
"0xe4d1c337a33df605337cf71700729ca884984ca4","11","No"
"0xfb811a11a00685c52fb493e05bba6144f4c6a666","11","No"
"0x9d16cedc91b859f2e03d94f479994f795f422e27","10","No"
"0x156daf376cfbdd938c470a227508b0ba022c998f","10","No"
"0x77cc78e9c0cfbb7516d1dcce58fe5d09593e820a","10","No"
"0x585f4fbe2d2a889c286fa71fb81d01f30773f4b1","10","No"
"0xf6a9dc9a41e8817fbc86532d53d89ca80d9aa46b","10","No"
"0x194a55cd4c58a01eac8ff299470010764c8697d6","10","No"
"0xeb7a12fe169c98748eb20ce8286eaccf4876643b","10","No"
"0xaddd5a1d51bff4d67e67ae23fad94b6b287de78c","10","No"
"0xab0ac7a49a3a4db65f7f2fc03fd3f64fb3bb5d5c","10","No"
"0xae8d36a6ec48c230da0f5c0165f02ef6c65958a0","10","No"
"0xf24ea6adb290e4a3f5d0c5da53d328e78dff2789","10","No"
"0x0210798166bc4934ffba40837cad2ff589056ffe","10","No"
"0x9f4f78a6c4a5e6f8afa81631b9120ae3c831b494","10","No"
"0xf0cee2ebeb8a52884ff83f6c71d6ed75c22e7f20","10","No"
"0x689c76e53f5ffca268d435e901e471ac88c8db28","10","No"
"0x40962b448aa899196906646340cb4eb61a8d49b4","10","No"
"0x89419a8a6af5b6d043e9cc32918fc54788c71861","10","No"
"0x30a4800fca7b664f88764a466e62cb0022ff1971","10","No"
"0xf6f4b3d80884dcf2e602820622cafc1bcc1f9afe","9","No"
"0x009275e5d2197b93ef02e33d0cdaa625c03ade56","9","No"
"0x537bf75de19f3d229e3a9018ee1a23c0c9c7d39c","9","No"
"0x457ebcaab3b5b94708207481b9510a983e671517","9","No"
"0x392d8561d047abc4712ff52beea6394379722e7a","9","No"
"0x97c9fc6dec6e937c86f439426008b21ba22c981d","9","No"
"0xd1510e4d4263cdc50dd39a5d18d4c676fe4b0aa5","9","No"
"0x4fe4bbb5060d43f71fec00e5ddfaa5777850edc4","9","No"
"0x7e2fb9f5f1d753c5143af098bad983db23a0a787","9","No"
"0x5043d49a4f6af757ff94b3360dc9927634e53efc","9","No"
"0xfd22e70cb42a0fa315c82e0aa95a6dc19f8b4934","8","No"
"0xbc486420659a2009987207649d5d0b401349f679","8","No"
"0x58aa50c29bba417ae2384805ae7fbae1381f68d8","8","No"
"0x188c30e9a6527f5f0c3f7fe59b72ac7253c62f28","8","No"
"0x38a4d889a1979133fbc1d58f970f0953e3715c26","8","No"
"0xa89c876be69223295a0925d7a62cb6868dec4ac8","8","No"
"0x1a1dd4f1549ae231bedba4cfee750252f9f77209","8","No"
"0xf6803ed4f02348545499f2d44ee1279a9d12a5b5","8","No"
"0xabb5fed8a72b3344f73a609792da0c1fbd82f4c8","8","No"
"0x13c6a19ccd443372c3ce86bc57887ee06ebaea70","8","No"
"0x90f968ab578e25086553f5d6db6875530d3f7d38","8","No"
"0x179abb9ecae3352fc83678511da5810902e338e5","8","No"
"0xe6d2152653f4c6e7e494ac3f572f49e91ec421ef","8","No"
"0x035acbf50b8e269461b7ad46b1e86cad6db01016","8","No"
"0x0001fc0b945c30389ae805443e38e59a655662d3","8","No"
"0x9efe71a20f30e636c8ffc0f6a502026d68ff4442","8","No"
"0xcad522a8f2d3a99d97d5f26f465e217e6842b70c","8","No"
"0x020fc5e269872e6893ab7fc24486534ea228c5a0","8","No"
"0xb6afa7bcdb11208f0942867feb43c626d5bdf164","8","No"
"0x7985eb0b84aa70815bb3b19a321eddb4e7d3f883","8","No"
"0x7f534820c3931b168b1a46e16f677ae9bc4914b6","8","No"
"0xfdb10d9d942af280b197a97f9ea533d72001d60e","8","No"
"0x5e30c99a4c6219a6ad97a6f0ff0214e72fa80c90","7","No"
"0xf13a2e3795cc05451a470ad8025671275c672eee","7","No"
"0x94d9ebb25447ac5d66b58a6a4fdfd62b3b83bd90","7","No"
"0xbcea18e790ca57c5f3bcfbd7235de6c607776a6b","7","No"
"0x5136e623126d3572933fbafe59ae97f13dd9687a","7","No"
"0x39b557a249706cac1dffe157ce5d25ff1791b56f","7","No"
"0xceb5c866807d50e16a905fa16f66f80cae43d57f","7","No"
"0x3d97ad12d40ea711d88b53680b3ae19aa5ec870d","7","No"
"0xf71285964bf166a1da2d61d58e4c67d272946aa6","7","No"
"0xc270b3a8428b222905c2564b0118fb4a0e10bb81","7","No"
"0xbcca383e7be60f9300469e32ec1d1b5af73bfa0e","7","No"
"0x50b5ef5c0b2d65785e7a69a0e711c742b34b36e3","7","No"
"0x24bf8786a44e3b6084395f1eac09171d3f93212d","7","No"
"0xb3e8d332ef4730e6e6d37ba9885edd515506b19f","7","No"
"0x9b2062d0b3841e9ab9f8f222cf1b7e8edff94024","7","No"
"0x3a27a89d203fdd6f241c43b4ccc667dff10f32a6","7","No"
"0xcd8a4b92c51354fd901aab8263dab439bce29015","7","No"
"0xe805881f3f2c651d08303960ed4b9066d0a35aac","7","No"
"0xbee02128e8364972d704f9f3bc267c54855f6642","7","No"
"0xd8e47c8ae163e9d0444e59199abf64035377ac6e","7","No"
"0xfa2a0d043649eb88cd9c1af611f3434d4d61a101","7","No"
"0x699f324560e9236afcfcedbbfb9c4afa8fa9b042","7","No"
"0x0175095021a22d59882af8211478ac2ec896b2ac","7","No"
"0x1711bc52bf7e0494325799717fe640f1924617b7","7","No"
"0xb445f4a8dabaa04945bbf3e36c2f1d430d120d6c","7","No"
"0x2cc8781ebb87d78ad45e84c57cceb2f9756cc4d1","7","No"
"0xe34ea41fc784a5a02151fba982dc8fc58de4b185","7","No"
"0x0c450eee8c1cb3110ad17aa0bba649870b234f8e","7","No"
"0xcc72491b1f5f19fe8dadec27c87a5471c4856737","7","No"
"0xd5f64d09402118a63e3183c1224c721d8b9d59a1","7","No"
"0x952b0c9af8f8aa7c11e51384a9ec39500a9a17b1","6","No"
"0x1e7e5bdcef55ec658f2a29a9bcbc69cabaf1606a","6","No"
"0x21258055dfd7a287dcc224e3586210f1864c1996","6","No"
"0x46bfa36e19d7e5baa0a039f7e5868b3592c85be2","6","No"
"0x63bbee1f3a5077f1aa37379c7f48c44ff5fcd7b1","6","No"
"0xee61b0d50d96d4249ae0e12756edc199bbb7d070","6","No"
"0xa5a7deca9bfa197f3a8d4e1738943516080917df","6","No"
"0x91a16d1458444dde3c30b5621403469b74a9793a","6","No"
"0x26fcea16996e6dc73cfeaa1e0af772651251da9f","6","No"
"0x7b7736a2c07c4332ffad45a039d2117ae15e3f66","6","No"
"0x344567f7b327c6bbde7b28582d3c277667277269","6","No"
"0x5b44baabf9b9831852e9fbb037919e4b170b2477","6","No"
"0x502df8858c52ad949b9df2aa6c49eff66fc2d231","6","No"
"0xc46bfd225ad359f78c7fe84d50619977c6b7f318","6","No"
"0xb332c90b5346228c70941c6762badde857e1ef37","6","No"
"0x91364516d3cad16e1666261dbdbb39c881dbe9ee","6","No"
"0x4e9cca41646b60a6817a984c8721d8e7e783c7cc","6","No"
"0x282ec77d6865db86464c79dbd8a54c72f42f54ec","6","No"
"0x0b8382feec98fef8a9c50a578db095dd03732773","6","No"
"0x2da32d38bf568fd8f21e15f69add0186f6642d0c","6","No"
"0x3e847015084b182dd47aad0e95e005c51e1fe715","6","No"
"0x620325adfd1d6297e46de02467b4f318d20017e5","6","No"
"0x59babac9fd570bc5671172222b75a8fdf19a4827","6","No"
"0x74e2560995ba0b3e27539cea74d40b784f54689c","6","No"
"0x065748e855d39e44aa8491218fc33dbdff5b552f","6","No"
"0x60fbf4079b3069d96cba140ec0838be4b271653e","6","No"
"0x6c4ae9d11b198b21f8e5ccf18aa640acf5f19c00","6","No"
"0xe6715a80e62ba19196838caebacac18b788a5c7b","6","No"
"0xf0d6999725115e3ead3d927eb3329d63afaec09b","6","No"
"0x074e70311c9aff1e725915aaa14c9c8ff481b61b","5","No"
"0x75bb94044f5f80e1367b66519e8bd7ee35f92047","5","No"
"0x28521a5b7e439d3b0b8e13c5ca66de26cf6e756c","5","No"
"0x06074ff83c4240c554de83160e611007d66125d5","5","No"
"0xa8e61e09e297ffdf78104e004905006cf1d96495","5","No"
"0x0595cc0e36af4d2e11b23cb446ed02eaea7f87fd","5","No"
"0x1c66bc1ebefabbfa708ad3a0ff9bb89e36232b09","5","No"
"0x0867b3be4f0087f0f0268a04aa68185aaae74d24","5","No"
"0x91c875d7c8bf2e0e7fc41b9c9b5ad529eff1263a","5","No"
"0x3dca07e16b2becd3eb76a9f9ce240b525451f887","5","No"
"0x8f15ec97a20d001e82626fde35e8045f74688632","5","No"
"0x27524bff4423404f4b516367bd6a67c71876aa7d","5","No"
"0xe214a3bbbfdf4f3ea806baa5f1dcf1ad48af9051","5","No"
"0x19c25885435292501b5e61cffca2855fb6b2533f","5","No"
"0x99f0419d877772ca74cda4728e3505a76b0cd42a","5","No"
"0xf3d9281fa183b74f32b96e1c5244596045f4ede8","5","No"
"0x32cc2ec897f21a77a704e9a7313af6a640c47bb5","5","No"
"0x0a7a29432241895997ce9ba9e450d68d971f77f9","5","No"
"0x709ca0899ab97427ca671bb3249956645d9e3923","5","No"
"0xdbb0e654a3742f2cbaf76ce47702a143042cf06a","5","No"
"0x70ee05f3a23819859607e25f19204fed98a5522a","5","No"
"0x79ce43f7f12d7762c0350b28dcc0810695fb24dd","5","No"
"0x501e9987bbf5140dab604f01c7f013aba6dd22b0","5","No"
"0x016ab691721a99da1c1489ca0ac8b549eb0f7713","5","No"
"0x8ef9ba973b2eb977d46fd9eed561bc0d18f891d0","5","No"
"0xa1f1a36e4a4ce7ed82172ff77ce55dededcd5bf7","5","No"
"0x6dde7372072036eefaf880600dee87d5019ad2d2","5","No"
"0x31ad05d24a99892064007a712005ae5fbab174f7","5","No"
"0xfb7ad45df71dc18237fc30f2e4654e733d4503c3","5","No"
"0xc2f094439cd1fc45af3e8a679984927abab0d3d9","5","No"
"0xf11d07682edff6c26f5c73e80b298c5a69c61f4b","5","No"
"0xf65c0432c4f740ef60a327714059f2d3dfbdb2b9","5","No"
"0xb0ddf2333994fa9549c07b839fb16fa51046d9e0","5","No"
"0xdc916b7a282507126690a3d7a6fdcef115ce969e","5","No"
"0xd73fc85c3bce2c4b3b04375c8a41881b28259ef8","5","No"
"0x9a77d4df2222bf672e74375f68baffbb324cf133","5","No"
"0x4082e9f643cf5635b6df07d22f2e42f570ae207b","5","No"
"0xc3be023a8cf8f47cd29245f894e217e08007ca7a","5","No"
"0x4bed23c363f51c4ff842eb0c1cded2010e4491a5","5","No"
"0xb97167440c95fd6df9053b813855d5bdca557409","5","No"
"0x2ba2688e76da51d14b70f806617970be461f23e5","5","No"
"0x1dcc1ebc77c0714f8f18ec1114a953499644b6b0","5","No"
"0x0e1b6bdc6367728a41486b1d3ac13f29bdf2c730","5","No"
"0xf70bd5596f83110208db05b413ff8ed907cf778f","5","No"
"0xc08b45925a4dd11426093c698d700b9023b4e3dd","5","No"
"0xacc2e1716e26b86ff10d9d769cae8a27fe5aebdf","5","No"
"0xfaf31478a825f1de394a7330995b1d0d5de6b42e","5","No"
"0x119a435051ae5795b77e24e4af600f9cffdfffa3","5","No"
"0xdc2833bdcb68820dd8270714fe3056012f4b40d0","5","No"
"0x6e97da38a05b56efeda2e860a54f3c386232a90e","5","No"
"0xde1a1e19d76e5d0f136b9b7f879cd8784a65eb38","5","No"
"0x200dfd2c02fe67beed0eee998e3d1e425fba8523","5","No"
"0x11f0e54cbc9be5193efed18a34fca5dc36a2d6d1","5","No"
"0xf1415e433df09a26f03876fcfea6dacbf02c2079","5","No"
"0xfc88a85c9912068aaf3c6ed3b5635dceda12797f","5","No"
"0x8e52335735c3ca7f969c4ec66bf4cd38b0741f31","5","No"
"0x5aaaef91f93be4de932b8e7324abbf9f26daa706","5","No"
"0x59f4509017edcccc365881ba6d661a3bc63ebb79","5","No"
"0x5d89cc281c3f45433d93a33e1c64958b61bbef7b","5","No"
"0xc6c8aecb1d9ca59a09d691cda8539992655dbfb3","5","No"
"0x61ce3b30554d3e0913ed645a51205f47d8208117","5","No"
"0x61a8d92029cca2d4a1a0d14be7bb3a958b02123d","5","No"
"0xa3658a013c223fa60989f057a3d0a1153f88b0c2","5","No"
"0x00c511ab1b583f4efab3608d0897d377c4de47a6","5","No"
"0x18f8394029282923fa817531dea990af30757fea","5","No"
"0xb6712be124a3599d0028795cad7fe4dcbdefa184","5","No"
"0xa12c5c80d594e78f7bdef9842aa234b65339bd21","5","No"
"0x312d2213a26d619e1e1e4ac232ea1672118bc4d4","5","No"
"0x8b338b8380755d416d892a0d7793bef75f6105ea","5","No"
"0x0cf042e45fc7ac48eba5b9a6c2ad09266f3e01db","5","No"
"0xfc6bbf4763845e3fe68cad2368f9e1b45f231d32","5","No"
"0x038043220ec01738c202d091b5f5b871c6385954","5","No"
"0xf6ecc30f2115edc1425be60e5add8e022dad3963","5","No"
"0x4a016bfe6dc98a38de8cf5a5dc61a31529402e99","5","No"
"0x3e74af78a31af6a0ccc15d09523b2e9fbd0f3f95","5","No"
"0x55acc90481e53e18d7abb81520d05ab81c6d91d2","5","No"
"0xf3e9848d5acce2f83b8078ee21f458e59ec4289a","5","No"
"0x48117777554da5b9e4fdcc0462dcf781ec4daaa1","5","No"
"0x0470a9e093b653dc7d5f2a1c13574c533080c759","5","No"
"0x57e023c15520739f2608db8ca6f8b8a2fbbe2d56","5","No"
"0x6112d87127847202151b9fe48ea0e2704fa428a1","5","No"
"0x064980edd7d43abee781f49a4e31c06df05ecccb","5","No"
"0x44e9885987a55de373cbc786ea4118e1daf8a7f7","5","No"
"0x2b558e1aac52b044c98de633efe12a738da075aa","5","No"
"0x08d442dd4bc57cd431c437842dc9636154802acb","5","No"
"0xa443447fb845f65eed0b91085984cfb46da7012e","5","No"
"0xb520f068a908a1782a543aacc3847adb77a04778","4","No"
"0x3e2661dcd6d68964ed417db2b26915e8c4c28b65","4","No"
"0x5d96d8f927a7bf5f342017caf70039b9e9cfc216","4","No"
"0x106740f07be0d76af4cf99b445409b41fcbe151f","4","No"
"0x2e6b28fda29e5328acd9cadaf6b5900daf5cb576","4","No"
"0xaec406c7e4868e6402ceee23a4962f307d7e0e30","4","No"
"0x1555177f50f32245d8d6ee4650357736eccf9856","4","No"
"0x6d361440dd4746387eff1ae65ddbfe891059e0ce","4","No"
"0xab9a9bd39d8a4f8b69b86e5a4deafbeaf7a2bb1e","4","No"
"0x4f0c041455305a177c1699501e8c3c1eeec5aa7e","4","No"
"0xcc80103502fdfc31e5106d11854b856b27301636","4","No"
"0x8ccf758d3d4438436bded26e15d8f16e7ef9813b","4","No"
"0x16e34fe8efb8b55d0c228dde510fdc97c8da3b95","4","No"
"0x0659b5680a005f9123888362a9b054a1fb2a6c30","4","No"
"0x2e1bbb7c78a5a534df2442909ab14ce370431e76","4","No"
"0xf9d03e4b72efde0a1536c573802f5daec00f8a31","4","No"
"0xa21b3cd198ec3ba865ce18ecba87ce12f5dea170","4","No"
"0x7f314be00306b7ce9b186f437574e52b5dfb384c","4","No"
"0x5295b474f3a0bb39418456c96d6fcf13901a4aa1","4","No"
"0x528358b0630d0594ed2858b308e68511aa365bef","4","No"
"0x60b98fbe36e9616f9524b6742bc39f4a6a0e7012","4","No"
"0xe63ba03f3399ccdbc346977482920c7f782649b9","4","No"
"0x28473085ba4aa761eb541914f50a75dd685cd47b","4","No"
"0x7e06e21cbf751f0861a38bcf8572d1143fea5b9c","4","No"
"0x992f8e145c5404e944aeb8f53660985daf9dc827","4","No"
"0x189ecebfa5d3c5ea82d5172b1069c3305a0a149a","4","No"
"0x3eb7f9d036de12740136dde90727c9dfe2b8ed42","4","No"
"0xbbe028771d7d3f9198824659dc18ac438eff1a9f","4","No"
"0xf4fcf13072eaf2d7c68690d3812bdc847106566d","4","No"
"0x4e88a7ef592a49b3e9b7546cde0e8ed320d3e8a9","4","No"
"0x7af74883fdb872b39f8452b5ccd1721af294522e","4","No"
"0x82b96672af5b2d8d7ee4fe28b456241a9a407899","4","No"
"0x549b76ea53528c8265412874e5c67e3a0a58be30","4","No"
"0x906878c7d01fd7f4c5c6f897342e00fbc3682c2e","4","No"
"0x6968cd0784ddf0165fa161511f6f2599e4dede92","4","No"
"0x1dbbea1ffc40caf1d0d8c69bdf3777bd1f6e1757","4","No"
"0x25be6c9cbf3b8ddda767ba6a597f8e6d211fc224","4","No"
"0x57524efc73e194e4f19dc1606fb7a3e1dbf719b3","4","No"
"0x4dc2d35d5cf020c5d2756c93a712b29e058dd527","4","No"
"0x49bdcbabaf90625e04a0719d48ec2ca6ccd21acb","4","No"
"0x61ed367b6ee785f68fc04502ce5f46ecda463253","4","No"
"0x4eba86d51de4f50f59b6df4f29d13574c5091676","4","No"
"0x28710687f37e64799c59548607e2d1e1c8769ea6","4","No"
"0x38baa8a7f0e07e46a99c1c7f71b9efcc8ab0c175","4","No"
"0xb1bd944671f52699af38e758791f520a60020b11","4","No"
"0x4aadbe45636170735f11093e269a79f372b22e95","4","No"
"0xf01a4fee9d22ade76f53d841b51bedede8b88986","4","No"
"0xe524f93e5dab234dfa56ef67f846119400df8cee","4","No"
"0x73147f1a2ebcf284b2d0061299bda8608fe0177f","4","No"
"0x564bca365d62bcc22db53d032f8dbd35439c9206","4","No"
"0x6442c1aad456f29e7631398283c6e87ff24942b8","4","No"
"0x55142721c40fb224aaad95f8fdcbf92d2baca5eb","4","No"
"0x1a9a0b97ce419891f67468f81c91bc82497956e8","4","No"
"0xe0b2add5c2d094008d014369ab6bc5c42cf3acad","4","No"
"0xd4e3a3cb39c4f93cb4c87090f0c79787ea36ea27","4","No"
"0x6e7bd157b336f15e7119b287e785ad9c5ddf01d9","4","No"
"0x6d8db35bc58c9cc930b0a65282e96c69d9715e06","4","No"
"0x5ce63fb5cc2adf95efb2a5271c043af526f85712","4","No"
"0xafde3420ad24da4ff363e8711f7c71edab526cd5","4","No"
"0xe39abf100b99f004d93fc2da783414c265cb5798","4","No"
"0x684c8a73e66a3e9995957e4ce53e2d9e056218d2","4","No"
"0x1cdfe1c2fe7496a30c6b654dec5eb2f47a47f8bc","4","No"
"0x9cc7474377da9c8fe6aa6bca8494a74bc1a88433","4","No"
"0x217c7970e0946a4b3228fad6bc6f3b6ee0a5c922","4","No"
"0x601327fc50b5801439a61c664e712281b485f8f6","4","No"
"0x814bb30337d8ec10d64b2a19c23db2531990ffc9","4","No"
"0xe4ccae863d21d4ffbc597d1a730cc40dda3ab340","4","No"
"0xf20123041e29c3371eeb5a720c3664c31f5db8af","4","No"
"0x3b253817e9812ce79e7ce86646db8d12fbacbd8f","4","No"
"0xd98088cdf3f800165fbd73e4ac4f24763786ade2","4","No"
"0x308fd47d492cf32d0f504c2a3e82bc25583b455b","4","No"
"0x7a777e649f714afe994d393e2614cf801ea14d61","4","No"
"0x4ce15e18169487670bc3543273915709b011d841","4","No"
"0xc4dad120712a92117cc65d46514be8b49ed846a1","4","No"
"0x5c7b4826dad5e3e518fe1d974e6e4dab287adc2f","4","No"
"0xf3deb4b8253a15fb49a15fe04d5849871e922569","4","No"
"0x08776603add5f4e0ea6fb1d4b25d65c500ea1667","4","No"
"0x1732951b80c737dbb8f367e83e530623bb612e54","4","No"
"0xd9da13de745bfa50ffaafd0a531b92f0511b72cf","4","No"
"0x4e8efa766f63906b008a11e3bf4afa6e96892c5e","4","No"
"0x534cb85c825d5a7a1662dbd962374773e3838288","4","No"
"0x0b5636dc561004561e6f008dfe23681cc56e5338","4","No"
"0xbd993175f1e24fc5cdbc09b819e4b2d8c666be31","4","No"
"0xa52093dc50f2596abadb56dc643630e61944aba9","4","No"
"0xfb86a60a4d204de91421871c6d69cb40d21ae736","4","No"
"0xdd601d6183d7deea0a11846c781503e5c38e42d6","4","No"
"0x4fea44b9abb65e36a0d5aab78b56e7aa1a564533","4","No"
"0xe703f231ab056ecb99c92a1232cc1020acfc72f8","4","No"
"0x83b00972aafcc3d06d45b1b823079f9a414da46e","4","No"
"0x13e0011b19816636bbbcf2eba11d075ef69544f0","4","No"
